id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
85581506,20000, 60 months, 13.49%,460.1,C,C2,Account Manager,8 years,MORTGAGE,199000.0,Not Verified,n,credit_card,Credit card refinancing,800xx,CO,16.57,1,Nov-2003,0,5.0,,20,0,44683,44.5%,40,w,,0,546623,2,4,1,2,10.0,86118,83.0,1,7,13060,55.0,100400,1,1,3,11,27331,23568.0,63.8,0,0,152.0,131,4,4,3,19.0,5.0,1.0,5.0,0,6,9,7,13,11,15,26,9,20,0.0,0,0,3,97.4,42.9,0,0,623734,130801,65100,107134,yes
85730921,7000, 36 months,  7.99%,219.33,A,A4,Finance Manager,1 year,RENT,70000.0,Source Verified,n,credit_card,Credit card refinancing,113xx,NY,9.41,0,Sep-2007,1,,,9,0,6614,16.8%,20,f,,0,16276,0,1,1,1,10.0,9662,81.0,0,1,5341,32.0,39400,1,0,2,2,1808,19606.0,24.0,0,0,10.0,106,17,10,0,17.0,,6.0,,0,4,5,5,10,1,8,19,5,9,0.0,0,0,1,100.0,20.0,0,0,51400,16276,25800,12000,yes
85653589,5800, 36 months, 13.49%,196.8,C,C2,Service Engineer,10+ years,MORTGAGE,105000.0,Verified,n,other,Other,160xx,PA,15.55,0,Dec-2003,1,,,13,0,26405,69.3%,34,w,,0,233646,1,1,0,1,21.0,10373,52.0,2,5,9075,63.0,38100,2,0,3,7,19471,192.0,99.3,0,0,119.0,151,3,3,5,3.0,,3.0,,0,6,7,6,7,5,11,24,7,13,0.0,0,0,3,100.0,100.0,0,0,258283,36778,26300,20000,yes
85391953,12000, 60 months, 24.49%,348.64,E,E3,Warehouse personal ,10+ years,MORTGAGE,47800.0,Source Verified,n,car,Car financing,460xx,IN,10.52,1,Sep-2003,1,3.0,30.0,5,1,830,7.9%,16,w,,0,193608,1,2,2,3,3.0,26853,107.0,0,1,830,78.0,10500,4,0,6,4,38722,2670.0,23.7,0,0,154.0,133,13,3,1,69.0,,0.0,,0,1,1,1,2,11,2,4,1,5,0.0,0,0,2,93.7,0.0,0,1,212557,27683,3500,25148,yes
85520181,25000, 60 months, 14.49%,588.08,C,C4,,n/a,MORTGAGE,65000.0,Not Verified,n,debt_consolidation,Debt consolidation,320xx,FL,18.28,1,Feb-1972,0,16.0,,12,0,23050,27.6%,28,w,16.0,0,237038,1,1,1,1,3.0,15975,94.0,0,1,8616,39.0,83400,0,0,0,2,19753,55750.0,29.3,0,0,36.0,528,13,3,6,57.0,,13.0,16.0,1,5,5,6,11,2,9,19,5,12,0.0,0,1,1,92.9,0.0,0,0,307687,40907,78800,16915,no
85751734,25000, 36 months, 13.99%,854.32,C,C3,Assoc. Professor,10+ years,MORTGAGE,69000.0,Verified,n,debt_consolidation,Debt consolidation,135xx,NY,17.11,0,Aug-1998,1,,,18,0,42706,63.2%,44,f,,0,42706,1,0,0,0,,0,,3,6,18295,63.0,67600,1,0,1,6,3050,17982.0,70.3,0,0,,215,4,4,0,4.0,,1.0,,0,8,9,11,29,0,18,44,9,18,0.0,0,0,3,100.0,45.5,0,0,67600,42706,60600,0,no
85280886,12000, 60 months, 14.49%,282.28,C,C4,department manager,1 year,RENT,43000.0,Source Verified,n,credit_card,Credit card refinancing,112xx,NY,17.85,0,Apr-2012,1,,,14,0,15190,41.5%,14,w,,0,54643,1,1,0,0,50.0,39453,,3,5,4347,42.0,36600,0,0,2,5,3903,7079.0,63.3,0,0,50.0,51,1,1,0,16.0,,4.0,,0,4,9,4,4,1,13,13,9,14,0.0,0,0,3,100.0,50.0,0,0,76053,54643,19300,39453,no
84344555,10000, 36 months, 11.49%,329.72,B,B5,Sales,8 years,MORTGAGE,95000.0,Source Verified,n,debt_consolidation,Debt consolidation,640xx,MO,12.28,1,Dec-2000,0,6.0,,12,0,29733,77%,25,w,,0,415908,0,0,0,0,90.0,0,,0,1,9539,77.0,38600,0,0,1,4,41591,620.0,97.2,0,0,90.0,186,18,9,10,18.0,,10.0,,0,4,7,4,8,1,9,14,7,12,0.0,0,0,1,96.0,100.0,0,0,441670,29733,21800,0,yes
85621115,8000, 36 months, 15.59%,279.64,C,C5,Long haul driver,6 years,MORTGAGE,43975.0,Verified,n,debt_consolidation,Debt consolidation,483xx,MI,21.7,0,Oct-2001,1,,108.0,6,1,16224,79.9%,9,w,,0,26742,0,1,0,1,19.0,10518,64.0,0,2,5385,73.0,20300,4,0,3,3,4457,4076.0,79.9,0,0,19.0,177,14,14,1,14.0,,1.0,,0,5,5,5,7,1,5,7,5,6,0.0,0,0,0,100.0,80.0,1,0,36850,26742,20300,16550,yes
85187923,21000, 60 months, 14.49%,493.99,C,C4,Protective Security Specialist ,1 year,RENT,120000.0,Source Verified,n,debt_consolidation,Debt consolidation,133xx,NY,16.73,0,Aug-2002,0,,,11,0,24253,81.1%,22,w,,0,72033,3,2,1,2,6.0,47780,49.0,3,5,8400,68.0,29900,0,1,0,7,6548,4480.0,81.7,0,0,88.0,167,5,5,0,6.0,,19.0,,0,4,7,6,8,6,9,16,7,11,0.0,0,0,4,100.0,50.0,0,0,90488,72033,24500,60588,yes
84700978,19750, 60 months, 25.69%,587.71,F,F1,Investigator,2 years,MORTGAGE,52000.0,Verified,n,debt_consolidation,,919xx,CA,21.32,0,Jul-2006,2,,,15,0,18102,74.2%,47,w,,0,31368,1,5,0,1,13.0,13266,57.0,2,6,3930,66.0,25700,2,6,2,7,2241,0.0,101.4,0,0,120.0,118,6,6,0,11.0,,0.0,,0,3,7,3,12,15,10,30,7,15,0.0,0,0,2,97.8,100.0,0,0,48963,31368,7500,23263,no
83687300,8525, 36 months, 25.69%,342.08,F,F1,Manager ,10+ years,OWN,76000.0,Verified,n,home_improvement,Home improvement,065xx,CT,2.73,0,Jun-2006,0,26.0,,5,0,0,0%,14,w,,0,299936,2,1,1,1,3.0,6255,92.0,1,1,0,86.0,500,2,1,5,5,59987,500.0,0.0,0,0,120.0,117,2,2,3,2.0,,3.0,,0,0,0,1,2,3,1,5,0,5,0.0,0,0,4,92.9,0.0,0,0,304443,6510,500,6778,yes
85460432,2500, 36 months, 10.49%,81.25,B,B3,Trading and customer support,6 years,MORTGAGE,90000.0,Source Verified,n,other,Other,294xx,SC,16.05,0,Dec-2000,0,29.0,,18,0,45053,91.7%,43,w,,0,363998,1,6,4,5,5.0,30422,90.0,1,4,5294,91.0,46300,1,0,2,9,26000,135.0,98.7,0,0,150.0,187,7,5,3,15.0,29.0,7.0,29.0,0,3,4,7,14,21,10,19,4,18,0.0,0,0,5,95.3,100.0,0,0,385184,75475,10500,33709,yes
85702131,3000, 36 months, 13.49%,101.8,C,C2,Unit Secretary,1 year,RENT,24500.0,Source Verified,n,debt_consolidation,Debt consolidation,712xx,LA,21.9,0,Sep-2003,0,,39.0,10,1,1784,27.9%,17,w,,0,39555,1,7,1,2,6.0,37771,117.0,1,3,1533,102.0,6400,5,0,2,5,3956,2316.0,43.5,0,0,154.0,110,12,6,0,12.0,,6.0,,0,2,2,2,3,12,3,5,2,10,0.0,0,0,2,100.0,0.0,1,0,38722,39555,4100,32322,no
85623422,6000, 36 months, 14.49%,206.5,C,C4,Game Designer,6 years,RENT,62400.0,Source Verified,n,debt_consolidation,Debt consolidation,940xx,CA,32.65,0,Apr-2002,1,,,17,0,6312,29.8%,18,f,,0,22180,2,3,1,1,4.0,15868,47.0,4,8,4681,40.0,21200,2,0,2,9,1305,8701.0,41.6,0,0,171.0,120,2,2,0,2.0,,0.0,,0,4,5,9,9,4,14,14,5,17,0.0,0,0,5,100.0,0.0,0,0,55228,22180,14900,34028,yes
84729674,6000, 36 months, 10.99%,196.41,B,B4,Supervisor,< 1 year,RENT,112000.0,Verified,n,moving,Moving and relocation,112xx,NY,5.87,0,Feb-1989,2,46.0,,7,0,43438,84.8%,18,f,,0,43438,1,0,1,1,10.0,0,,1,1,19990,85.0,51200,0,0,2,2,7240,7762.0,84.8,0,0,45.0,329,6,6,0,6.0,46.0,1.0,46.0,0,4,4,7,14,2,7,16,4,7,0.0,0,0,2,94.4,50.0,0,0,51200,43438,51200,0,yes
85581604,11525, 60 months, 21.49%,314.98,D,D5,teacher,10+ years,MORTGAGE,48500.0,Source Verified,n,debt_consolidation,Debt consolidation,600xx,IL,29.04,1,Jan-2000,0,16.0,,8,0,8535,91.8%,29,w,38.0,0,184389,0,4,0,1,19.0,21352,52.0,2,2,4121,59.0,9300,1,6,2,3,23049,765.0,91.8,0,0,147.0,198,8,8,4,8.0,38.0,8.0,16.0,7,3,3,3,8,9,3,16,3,8,0.0,0,0,2,62.1,100.0,0,0,215412,29887,9300,41262,yes
85633568,8000, 36 months, 12.79%,268.75,C,C1,Loan Assistant,4 years,MORTGAGE,52000.0,Not Verified,n,home_improvement,Home improvement,234xx,VA,17.98,2,Jun-2002,0,10.0,,11,0,10409,71.8%,79,w,,0,285119,2,5,0,2,14.0,69078,96.0,2,9,8255,92.0,14500,1,12,1,11,28512,2845.0,76.3,0,0,159.0,169,4,4,1,4.0,10.0,1.0,10.0,0,2,3,2,15,32,5,46,3,11,0.0,0,0,2,97.4,50.0,0,0,310678,79487,12000,72178,yes
85802625,23000, 36 months, 13.99%,785.98,C,C3,Financial Advisor,2 years,MORTGAGE,82000.0,Source Verified,n,credit_card,,080xx,NJ,20.68,0,Dec-1997,4,,,22,0,26116,63%,25,f,,0,253091,1,3,0,0,25.0,46559,82.0,2,2,4514,63.0,41500,0,0,8,2,11504,2217.0,88.0,0,0,223.0,60,3,3,1,9.0,,1.0,,0,9,18,9,9,5,18,19,14,22,,0,0,2,100.0,88.9,0,0,285693,72675,19950,56438,yes
84900196,6000, 36 months,  9.49%,192.17,B,B2,,n/a,RENT,26000.0,Verified,n,debt_consolidation,Debt consolidation,217xx,MD,17.77,0,Apr-1987,0,79.0,72.0,4,1,421,8.4%,17,f,,0,26349,1,2,1,1,6.0,25928,86.0,0,0,331,75.0,5000,1,0,0,1,6587,4579.0,8.4,0,0,142.0,351,42,6,1,42.0,79.0,22.0,79.0,0,2,2,2,8,5,2,11,2,4,0.0,0,0,1,92.3,0.0,1,0,35000,26349,5000,30000,yes
85560857,8500, 36 months, 23.99%,333.44,E,E2,sales,10+ years,RENT,25000.0,Verified,n,debt_consolidation,Debt consolidation,342xx,FL,26.64,0,Oct-1999,0,,,6,0,7542,77.8%,12,f,,0,17344,1,2,2,2,3.0,9802,86.0,0,0,4503,82.0,9700,0,3,0,2,2891,0.0,100.8,0,0,145.0,201,31,3,0,31.0,,,,0,2,4,2,3,5,4,7,4,6,0.0,0,0,2,100.0,100.0,0,0,21156,17344,6600,11456,no
84890221,8000, 36 months, 10.49%,259.99,B,B3,Underwriting support,9 years,RENT,60000.0,Source Verified,n,debt_consolidation,Debt consolidation,432xx,OH,11.94,0,Dec-2005,1,,62.0,8,1,1292,11.5%,18,w,,0,13527,1,2,1,1,4.0,12235,59.0,0,2,1292,42.0,11200,1,0,1,3,1932,7408.0,14.9,0,0,121.0,127,18,4,0,18.0,,0.0,,0,1,1,3,8,7,5,10,1,7,0.0,0,0,1,100.0,33.3,1,0,32050,13527,8700,20850,yes
84997237,14000, 60 months, 12.79%,317.05,C,C1,CPA; Owner,10+ years,RENT,45000.0,Not Verified,n,credit_card,Credit card refinancing,926xx,CA,15.09,0,Mar-2001,1,,64.0,9,1,9218,39.2%,17,w,,0,19848,0,1,0,1,18.0,10630,82.0,0,2,3959,55.0,23500,1,0,1,3,2205,12261.0,41.1,0,0,110.0,184,23,18,0,23.0,,0.0,,0,6,8,6,11,2,8,14,8,9,0.0,0,0,0,100.0,0.0,1,0,36403,19848,20800,12903,yes
85561599,3000, 36 months, 12.79%,100.78,C,C1,travelconsultant,10+ years,RENT,23000.0,Source Verified,n,medical,Medical expenses,331xx,FL,19.76,0,Sep-1995,0,41.0,,12,0,12661,40.3%,24,w,41.0,0,12661,0,0,0,0,183.0,0,,2,3,1644,40.0,31400,0,0,0,3,1407,7367.0,26.3,0,0,183.0,250,9,9,0,10.0,41.0,,41.0,1,2,6,3,9,1,12,23,6,12,0.0,0,0,2,87.0,0.0,0,0,31400,12661,10000,0,yes
85351056,14375, 36 months, 14.49%,494.74,C,C4,security ,10+ years,MORTGAGE,45000.0,Source Verified,n,home_improvement,Home improvement,958xx,CA,23.68,0,Mar-2004,0,,57.0,19,1,13661,37.8%,37,w,,0,221217,0,4,0,0,59.0,8276,69.0,2,5,4110,46.0,36100,1,0,2,7,13013,6049.0,57.7,0,0,107.0,148,7,7,1,7.0,,7.0,,0,4,10,5,13,5,14,30,10,19,0.0,0,0,3,100.0,20.0,1,0,249352,21937,14300,11966,yes
85532418,24000, 36 months,  6.99%,740.95,A,A2,Nurse case manager,10+ years,RENT,80000.0,Not Verified,n,credit_card,Credit card refinancing,750xx,TX,12.18,0,Jul-1999,0,37.0,,9,0,25789,48.8%,17,f,,0,25790,0,1,0,0,64.0,1,0.0,1,2,11753,40.0,52800,0,0,1,2,3224,20815.0,53.8,0,0,144.0,204,7,7,0,86.0,37.0,7.0,37.0,0,3,4,4,6,3,8,13,4,9,0.0,0,0,1,88.2,25.0,0,0,64200,25790,45100,11400,yes
84333675,16000, 36 months, 18.99%,586.42,D,D3,System Admin,6 years,RENT,69000.0,Source Verified,n,credit_card,Credit card refinancing,319xx,GA,29.51,1,Jul-2007,0,16.0,,29,0,10786,78.7%,41,f,17.0,0,98100,1,22,4,8,3.0,87314,96.0,2,2,2935,93.0,13700,7,2,6,10,3383,593.0,88.1,0,0,87.0,107,10,3,0,10.0,,11.0,16.0,0,3,7,3,5,32,7,9,7,29,0.0,0,1,6,95.0,33.3,0,0,108348,98100,5000,94648,no
85411898,36000, 60 months, 24.49%,1045.92,E,E3,Manger,8 years,MORTGAGE,79459.0,Source Verified,n,home_improvement,Home improvement,480xx,MI,26.72,0,Oct-2004,0,,,19,0,27222,51.4%,59,w,,0,346201,0,2,0,0,26.0,114257,29.0,0,1,4637,53.0,49700,2,1,4,1,20365,7296.0,59.8,0,0,133.0,141,24,24,2,32.0,,3.0,,0,4,7,6,7,32,15,24,7,19,0.0,0,0,0,100.0,33.3,0,0,388474,150117,21600,124922,no
85601620,3500, 36 months, 13.99%,119.61,C,C3,,n/a,OWN,50000.0,Source Verified,n,small_business,Business,352xx,AL,7.42,0,Apr-2005,2,,,11,0,7086,56.7%,26,w,,0,7086,3,0,2,4,5.0,0,,4,9,2419,57.0,12500,1,3,6,13,709,1469.0,74.7,0,0,135.0,112,1,1,0,1.0,,1.0,,0,5,10,5,7,11,11,15,10,11,0.0,0,0,6,100.0,40.0,0,0,12500,7086,5800,0,no
85642298,8175, 36 months, 19.99%,303.78,D,D4,ASSISTANT BRANCH MANAGER,10+ years,RENT,42000.0,Source Verified,n,debt_consolidation,Debt consolidation,104xx,NY,25.0,0,Dec-2003,0,61.0,71.0,13,1,8469,24.4%,20,w,,0,41668,0,5,1,1,11.0,33199,98.0,3,5,4120,62.0,34100,0,0,1,6,3205,6333.0,53.8,0,0,96.0,151,8,8,0,8.0,61.0,8.0,61.0,0,4,6,4,6,6,8,14,6,13,0.0,0,0,4,94.7,50.0,0,1,67988,41668,13400,33888,no
85291617,5000, 36 months, 13.49%,169.66,C,C2,Helper,< 1 year,OWN,20000.0,Source Verified,n,debt_consolidation,Debt consolidation,381xx,TN,28.57,0,Jun-2013,2,,,4,0,3741,87%,5,w,,0,6755,0,1,0,0,26.0,3014,33.0,0,2,1852,51.0,4300,1,0,3,2,1689,203.0,91.2,0,0,26.0,37,21,21,0,23.0,,1.0,,0,2,3,2,2,1,3,4,3,4,0.0,0,0,0,100.0,100.0,0,0,13378,6755,2300,9078,yes
84829809,11600, 60 months, 15.59%,279.57,C,C5,production,10+ years,MORTGAGE,44000.0,Source Verified,n,debt_consolidation,Debt consolidation,157xx,PA,21.96,1,Jun-1990,0,16.0,,6,0,6774,42.3%,16,w,,0,48332,1,1,1,2,12.0,41558,,1,1,566,42.0,16000,0,0,0,3,8055,1434.0,28.3,0,0,131.0,313,3,3,0,34.0,16.0,19.0,16.0,0,1,5,1,3,8,5,8,5,6,0.0,0,0,2,81.2,0.0,0,0,78215,48332,2000,62215,yes
85480355,8500, 36 months, 21.49%,322.39,D,D5,Attendance Monitor,10+ years,OWN,25000.0,Verified,n,debt_consolidation,Debt consolidation,212xx,MD,34.28,0,Feb-2013,0,,,9,0,1993,11.9%,10,w,,0,17425,1,2,1,1,8.0,15432,72.0,5,5,1339,46.0,16700,0,0,3,6,1936,11476.0,12.4,0,0,39.0,41,1,1,0,1.0,,8.0,,0,4,6,5,6,2,7,8,6,9,0.0,0,0,6,100.0,0.0,0,0,38199,17425,13100,21499,yes
85601347,13000, 60 months, 14.49%,305.8,C,C4,Nurse,2 years,MORTGAGE,38000.0,Verified,n,debt_consolidation,Debt consolidation,301xx,GA,25.55,0,Mar-2003,0,43.0,,13,0,13083,64.4%,21,w,53.0,0,77114,0,1,0,0,28.0,11267,68.0,3,4,4078,66.0,20300,1,3,2,4,5932,2291.0,75.6,0,0,143.0,160,10,10,1,12.0,,10.0,44.0,1,4,10,4,4,6,11,14,10,13,0.0,0,0,3,85.7,25.0,0,0,107229,24350,9400,16604,no
84447169,2950, 36 months, 22.39%,113.26,E,E1,stocker,5 years,RENT,17000.0,Not Verified,n,debt_consolidation,Debt consolidation,284xx,NC,19.56,0,Apr-2011,0,,,7,0,11858,69%,11,f,35.0,0,11858,1,0,0,0,12.0,0,0.0,1,3,9042,69.0,17090,0,0,0,3,1976,3513.0,81.0,1,0,12.0,63,3,3,0,3.0,,13.0,,0,4,6,4,4,1,6,10,4,6,,0,0,1,91.0,50.0,0,0,17090,11858,14050,0,no
85460889,4800, 36 months, 15.59%,167.79,C,C5,Coordinator ,10+ years,OWN,40000.0,Not Verified,n,debt_consolidation,Debt consolidation,217xx,MD,17.58,0,Jun-2008,1,,114.0,6,1,7959,69.8%,6,f,,0,27905,1,2,1,2,3.0,19946,82.0,0,0,2898,78.0,11400,0,0,1,2,4651,1928.0,80.1,0,0,24.0,97,25,3,0,25.0,,1.0,,0,3,4,3,3,2,4,4,4,6,0.0,0,0,1,100.0,66.7,1,0,35781,27905,9700,24381,no
85620798,1000, 36 months, 14.49%,34.42,C,C4,Legal Secretary,2 years,RENT,75000.0,Verified,n,medical,Medical expenses,750xx,TX,21.41,0,Aug-1991,0,65.0,,9,0,13893,78.5%,24,f,65.0,0,48951,0,1,0,1,17.0,27030,86.0,0,4,506,84.0,17700,0,0,1,5,6119,0.0,101.2,0,0,137.0,299,22,17,0,22.0,,7.0,65.0,1,1,6,1,5,5,7,18,6,8,0.0,0,0,0,95.7,100.0,0,0,58112,48951,500,31431,no
83756310,30400, 36 months, 29.67%,1285.04,G,G3,Materials coordinator ,7 years,OWN,80000.0,Verified,n,other,Other,798xx,TX,11.82,2,Aug-1985,2,6.0,,11,0,7485,33%,20,w,,0,30336,3,1,0,1,18.0,22851,69.0,3,7,1347,54.0,22700,0,2,2,10,2758,3707.0,27.3,0,0,131.0,370,1,1,3,1.0,15.0,6.0,6.0,0,2,7,3,5,3,10,13,7,11,0.0,0,0,3,90.0,0.0,0,0,55761,30336,5100,33061,no
85400543,5000, 36 months,  7.59%,155.74,A,A3,painter,< 1 year,RENT,45000.0,Source Verified,n,credit_card,Credit card refinancing,278xx,NC,3.79,0,Aug-2002,0,,83.0,4,1,3619,49.6%,9,f,,0,3619,0,0,0,0,147.0,0,,0,0,2046,50.0,7300,0,0,0,0,905,3681.0,49.6,0,0,147.0,167,43,43,0,43.0,,,,0,4,4,4,7,1,4,8,4,4,0.0,0,0,0,100.0,0.0,1,0,7300,3619,7300,0,no
85531959,13000, 36 months, 13.99%,444.25,C,C3,dispatcher,4 years,OWN,44000.0,Verified,n,debt_consolidation,Debt consolidation,132xx,NY,8.95,0,Jan-2008,1,,,4,0,71843,45.3%,13,f,,0,71843,1,0,0,0,25.0,0,,2,3,5798,45.0,79800,1,0,1,3,17961,495.0,93.1,0,0,102.0,96,5,5,0,5.0,,0.0,,0,2,3,2,4,5,4,8,3,4,0.0,0,0,2,100.0,100.0,0,0,79800,71843,7200,0,no
85740590,15000, 60 months, 24.49%,435.8,E,E3,Medical Coder,3 years,MORTGAGE,48169.0,Source Verified,n,home_improvement,Home improvement,687xx,NE,19.81,0,Jan-2005,3,28.0,51.0,18,1,9448,33.5%,33,w,28.0,0,76520,2,4,0,2,17.0,67072,65.0,5,12,2126,47.0,28200,4,1,8,14,4501,11403.0,29.6,0,0,138.0,126,4,4,0,14.0,,1.0,,1,3,6,6,10,12,14,21,6,18,0.0,0,0,5,93.1,20.0,1,0,107896,76520,16200,79696,no
85250525,14025, 36 months, 17.99%,506.97,D,D2,Accounts Receivable Specialist,1 year,RENT,39000.0,Verified,n,small_business,Business,456xx,OH,18.0,0,Nov-2001,0,35.0,63.0,23,1,3759,34.8%,37,f,35.0,0,179300,0,17,2,4,8.0,175541,115.0,0,4,3759,110.0,10800,1,0,5,8,8150,4041.0,48.2,0,0,176.0,167,15,8,0,42.0,62.0,8.0,62.0,3,1,1,1,5,23,5,14,1,23,0.0,0,0,2,91.4,0.0,1,0,163655,179300,7800,152855,no
85481638,20000, 60 months, 21.49%,546.6,D,D5,Phlebotomy ,10+ years,RENT,45000.0,Not Verified,n,other,Other,024xx,MA,22.29,1,Dec-1985,1,1.0,,23,0,14132,20.6%,44,w,42.0,1,23388,0,2,1,1,8.0,9256,64.0,0,4,4523,28.0,68600,1,2,2,5,1169,42438.0,22.3,0,61,146.0,367,14,8,1,14.0,1.0,0.0,1.0,0,4,9,10,19,6,21,37,9,22,0.0,1,0,1,93.2,33.3,0,0,83001,23388,54600,14401,yes
83625124,3000, 36 months, 18.99%,109.96,D,D3,Locator,1 year,RENT,30000.0,Verified,n,debt_consolidation,,365xx,AL,23.36,0,Nov-2009,0,,,4,0,4363,72.7%,4,w,,0,13808,0,2,1,1,8.0,9445,52.0,1,1,4363,57.0,6000,1,1,3,2,3452,137.0,97.0,0,0,35.0,80,9,8,0,80.0,,9.0,,0,1,1,1,1,2,2,2,1,4,0.0,0,0,2,100.0,100.0,0,0,24231,13808,4500,18231,no
85671022,6000, 36 months,  5.32%,180.69,A,A1,Realtor,3 years,RENT,70000.0,Source Verified,n,debt_consolidation,Debt consolidation,077xx,NJ,28.18,0,Jun-1982,1,48.0,,44,0,38741,15.7%,66,f,,0,52465,2,1,0,1,22.0,13517,64.0,5,8,6364,20.0,246500,0,3,2,9,1280,150498.0,10.7,0,0,115.0,386,3,3,0,3.0,,3.0,48.0,0,13,26,20,27,7,41,57,27,44,0.0,0,0,5,98.5,0.0,0,0,268134,52465,168500,21000,yes
85331584,8000, 36 months,  8.59%,252.88,A,A5,Engine specialist,10+ years,MORTGAGE,64000.0,Source Verified,n,major_purchase,Major purchase,553xx,MN,3.11,0,Apr-2001,1,24.0,,6,0,3298,15.1%,19,f,38.0,0,291265,2,1,0,0,36.0,1346,22.0,1,1,3105,17.0,21800,1,0,3,2,48544,6895.0,31.0,0,0,118.0,183,2,2,4,2.0,,2.0,24.0,1,1,3,1,3,6,4,9,3,6,0.0,0,0,2,84.2,0.0,0,0,314808,4644,10000,6000,yes
85703379,5200, 36 months,  5.32%,156.6,A,A1,registered nurse,10+ years,OWN,81670.0,Source Verified,n,credit_card,Credit card refinancing,871xx,NM,10.57,0,Aug-2007,0,,,11,0,3589,10.9%,24,w,,0,21264,3,2,2,3,5.0,17675,53.0,2,3,2457,32.0,33000,1,5,0,6,1933,27956.0,10.7,0,0,107.0,90,4,4,0,4.0,,22.0,,0,4,5,7,9,12,9,12,5,11,0.0,0,0,4,100.0,14.3,0,0,66262,21264,31300,33262,yes
85751293,35000, 36 months, 18.99%,1282.79,D,D3,Executive Director,10+ years,MORTGAGE,130885.0,Verified,n,debt_consolidation,Debt consolidation,021xx,MA,17.91,0,Jun-1993,1,37.0,,10,0,10726,85.1%,19,f,37.0,0,409104,1,4,1,1,7.0,72729,65.0,1,1,5631,68.0,12600,1,0,2,2,40910,1874.0,85.1,0,0,136.0,277,4,4,4,4.0,37.0,6.0,37.0,2,3,3,4,6,8,4,7,3,10,0.0,0,0,2,78.9,75.0,0,0,489381,83455,12600,112181,no
85451961,20000, 36 months, 12.79%,671.86,C,C1,ARNP,10+ years,RENT,81000.0,Source Verified,n,small_business,Business,329xx,FL,18.43,0,Feb-1991,0,79.0,,23,0,2740,12.8%,39,w,79.0,0,106038,2,7,1,1,6.0,103298,112.0,5,14,2175,94.0,21400,2,0,2,15,4610,7519.0,22.5,0,0,138.0,305,1,1,0,7.0,88.0,11.0,88.0,2,2,4,4,8,19,15,20,4,23,0.0,0,0,6,94.7,0.0,0,0,113400,106038,9700,92000,no
85700893,9200, 36 months, 12.79%,309.06,C,C1,Finanacial Management Specialist,10+ years,OWN,50852.0,Source Verified,n,debt_consolidation,Debt consolidation,462xx,IN,22.04,0,Aug-2000,0,29.0,,11,0,7119,42.9%,22,w,31.0,0,119926,1,1,1,2,8.0,31021,81.0,1,1,1882,69.0,16600,1,4,1,3,10902,3610.0,57.5,0,0,102.0,187,2,2,1,2.0,30.0,8.0,30.0,0,3,6,3,3,7,8,13,6,11,0.0,0,0,2,86.4,0.0,0,0,146287,38140,8500,38372,yes
85661268,28000, 60 months, 13.49%,644.14,C,C2,"COO, Principal, Project Surveyor",10+ years,MORTGAGE,290000.0,Source Verified,n,debt_consolidation,Debt consolidation,982xx,WA,6.8,1,Jul-1991,1,16.0,64.0,13,1,21616,44%,25,w,66.0,0,276608,2,4,2,3,1.0,30035,63.0,2,4,19556,44.0,49400,1,0,2,7,21277,10500.0,98.0,0,0,131.0,300,6,1,3,112.0,,0.0,16.0,0,2,8,2,2,9,8,13,5,13,,0,0,4,80.0,100.0,0,0,336122,51651,21000,47822,no
85741039,15350, 60 months, 19.99%,406.6,D,D4,Firefighter,1 year,MORTGAGE,70000.0,Source Verified,n,debt_consolidation,Debt consolidation,330xx,FL,10.49,1,Sep-1995,2,4.0,,9,0,13374,66.2%,18,w,42.0,0,357271,0,1,0,0,26.0,3104,28.0,3,5,805,53.0,20200,1,2,4,6,39697,4831.0,27.9,0,0,26.0,250,7,7,1,7.0,4.0,0.0,4.0,1,3,5,4,7,1,7,15,5,9,0.0,0,0,4,77.8,25.0,0,0,375034,16478,6700,11174,yes
